Object ID,Organization Name,LIONS ID,Borough Name,Approved On Street,Approved From Street,Approved To Street,Review Status,apprDaysWe,Approved Monday Open,Approved Monday Close,Approved Tuesday Open,Approved Tuesday Close,Approved Wednesday Open,Approved Wednesday Close,Approved Thursday Open,Approved Thursday Close,Approved Friday Open,Approved Friday Close,Approved Saturday Open,Approved Saturday Close,Approved Sunday Open,Approved Sunday Close,apprStartD,Shape_STLe,apprEndDat,School,the Geom
441,34 Ave Open Streets Coalition,64645,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,259.948098117,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.89525488849 40.75263240126546, -73.8943251271066 40.75272805934859))"
442,34 Ave Open Streets Coalition,64656,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,259.807668469,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.87666161882488 40.754578872823195, -73.87573279570752 40.75467704736881))"
443,34 Ave Open Streets Coalition,64663,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,258.485453985,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.89339256826473 40.75282530213607, -73.89246938867434 40.75292774025181))"
444,34 Ave Open Streets Coalition,64669,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.568437599,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.88225583840834 40.754077039183095, -73.881325175656 40.75418016559279))"
445,34 Ave Open Streets Coalition,64671,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,259.797290538,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((-73.88782024999526 40.75341521718234, -73.88689058017509 40.75350833085854))"
446,MS 136 Charles O. Dewey,67293,Brooklyn,41st STREET,3rd AVENUE,4th AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:30,14:45,08:30,14:45,08:30,14:45,08:30,14:45,08:30,14:45,,,,,2021-09-13T00:00:00,630.427498049,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((-74.00918194082662 40.65263647377606, -74.00739842963208 40.651564517391584))"
447,PS 24,67302,Brooklyn,37th STREET,4th AVENUE,5th AVENUE,approvedFull,"mon,tue,wed,thu,fri",09:45,12:45,09:45,12:45,09:45,12:45,09:45,12:45,09:45,12:45,,,,,2021-09-13T00:00:00,778.236951411,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((-74.00494388880792 40.653735431958324, -74.00275347610042 40.65240132125898))"
448,Hellenic Classical Charter Schools,67353,Brooklyn,18th STREET,5th AVENUE,4th AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:15,15:30,08:15,15:30,08:15,15:30,08:15,15:30,08:15,15:30,,,,,2021-09-13T00:00:00,768.660478711,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.99384081517252 40.66436154973274, -73.9916756298549 40.66304517385594))"
449,Boerum Hill Association,67405,Brooklyn,WYCKOFF STREET,HOYT STREET,4th AVENUE,approvedLimited,"fri,sat,sun",,,,,,,,,10:00,20:00,08:00,20:00,08:00,20:00,2021-04-24T00:00:00,712.141059183,10/09/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98241926011157 40.68279706830395, -73.98013242046859 40.68190828126027))"
450,The Fresh Air Fund,70167,Bronx,ROCKWOOD STREET,GRAND CONCOURSE,WALTON AVENUE,approvedFull,"mon,tue,wed,thu",08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,,,,,,,2021-07-06T00:00:00,432.762012226,08/19/2021 12:00:00 AM,,"MULTILINESTRING ((-73.91402410076398 40.84226623148784, -73.91265074186015 40.84169782660577))"
451,East Elmhurst Community School (PS 329Q),70408,Queens,97th STREET,ASTORIA BOULEVARD,31st AVENUE,approvedFull,"mon,tue,wed,thu,fri",12:45,15:00,12:45,15:00,12:45,15:00,12:45,15:00,12:45,15:00,,,,,2021-09-13T00:00:00,180.432051783,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.8727834755878 40.76250316194345, -73.8724558809127 40.76207512266577))"
452,Prospect Heights Neighborhood Development Council,67723,Brooklyn,UNDERHILL AVENUE,ATLANTIC AVENUE,ST JOHNS PLACE,approvedLimited,"mon,tue,wed,thu,fri",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,16:00,,,,,2021-04-05T00:00:00,272.095187121,11/19/2021 12:00:00 AM,,"MULTILINESTRING ((-73.96448792430924 40.681079421423384, -73.96479306841033 40.68036962969244))"
453,Cooke School and Institute,67796,Manhattan,MAC DOUGAL STREET,WEST HOUSTON STREET,KING STREET,approvedFull,"mon,tue,wed,thu,fri",07:45,17:00,07:45,17:00,07:45,17:00,07:45,17:00,07:45,17:00,,,,,2021-09-13T00:00:00,164.440954792,08/12/2022 12:00:00 AM,yes,"MULTILINESTRING ((-74.00251614154604 40.72761744541851, -74.0021970372471 40.7279979521057))"
454,Gramercy Neighborhood Associates,67862,Manhattan,EAST 18th STREET,PARK AVENUE SOUTH,IRVING PLACE,approvedFull,"mon,tue,wed,thu,fri,sat,sun",15:00,00:00,15:00,00:00,15:00,00:00,15:00,00:00,15:00,00:00,10:00,00:00,10:00,00:00,2021-04-28T00:00:00,498.535649152,09/30/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98854294657973 40.73713663033595, -73.98696404285563 40.73648086484866))"
455,Rezdora,67864,Manhattan,EAST 20th STREET,PARK AVENUE SOUTH,BROADWAY,approvedFull,"mon,tue,wed,thu,fri,sat,sun",17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,12:00,23:00,10:00,23:00,2021-04-01T00:00:00,618.844389239,01/01/2023 12:00:00 AM,,"MULTILINESTRING ((-73.98976776419511 40.73919361320595, -73.98782137387029 40.73836093162086))"
456,The Churchill,67957,Manhattan,EAST 28 STREET,MADISON AVENUE,PARK AVENUE SOUTH,approvedFull,"fri,sat,sun",,,,,,,,,17:00,23:00,12:00,23:00,12:00,23:00,2021-04-16T00:00:00,493.926604379,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98569860098847 40.744024167935834, -73.98414017697309 40.743366116558825))"
457,NYCDOT,68007,Manhattan,AVENUE B,EAST 6th STREET,EAST 14th STREET,approvedLimited,mon,08:00,20:00,,,,,,,,,,,,,2021-09-14T00:00:00,267.56143907,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.9785387117271 40.72876260653251, -73.97805830982162 40.72939960708012))"
458,The Ramaz School,68204,Manhattan,EAST 78th STREET,MADISON AVENUE,PARK AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:30,16:30,08:30,16:30,08:45,16:30,07:30,16:30,08:30,13:30,,,,,2021-10-11T00:00:00,476.048019388,06/17/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.9626256139461 40.775654555404046, -73.96112381894022 40.77501905093708))"
459,Marcus Meets Malcolm,68341,Manhattan,WEST 120 STREET,LENOX AVENUE,MARCUS GARVEY PARK,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,20:00,2021-04-01T00:00:00,504.4509259,03/31/2022 12:00:00 AM,,"MULTILINESTRING ((-73.94613417929847 40.80389391034737, -73.94772735065777 40.804565848599246))"
460,SWOS,69962,Queens,39th AVENUE,WOODSIDE AVENUE,45th STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-27T00:00:00,155.682725452,04/25/2022 12:00:00 AM,,"MULTILINESTRING ((-73.91801234046656 40.749445267313305, -73.91745866453806 40.7493725179823))"
461,NYCDOT,74027,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,1258.57499626,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.84145413764095 40.7312698227884, -73.84207048636513 40.7318971274918, -73.84259345642694 40.73244949587377, -73.84284818445362 40.73276615685265, -73.84339223524717 40.73355208036647, -73.84378297003364 40.734220069713956))"
462,Flatiron 23rd Street Partnership,74763,Manhattan,BROADWAY,EAST 23rd STREET,EAST 21st STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,2021-04-09T00:00:00,288.429756311,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98939185143126 40.740608313314375, -73.9891286873829 40.741374259392366))"
463,KIPP NYC,74788,Bronx,GERARD AVENUE,EAST 146th STREET,EAST 149th STREET,approvedFull,"mon,tue,wed,thu,fri",08:00,17:00,08:00,17:00,08:00,14:00,08:00,17:00,08:00,17:00,,,,,2021-08-23T00:00:00,503.710757041,06/23/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.92974822015354 40.81769895688805, -73.9292413933455 40.819026802567734))"
464,BLUE SCHOOL,73295,Manhattan,WATER STREET,BEEKMAN STREET,PECK SLIP,approvedFull,"mon,tue,wed,thu,fri",07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,2021-09-09T00:00:00,350.220219663,07/01/2022 12:00:00 AM,yes,"MULTILINESTRING ((-74.00311127681297 40.707687921350626, -74.00205400338156 40.708213964384434))"
465,Von Design Ltd,76373,Manhattan,BLEECKER STREET,MOTT STREET,BOWERY,approvedFull,"wed,thu,fri,sat,sun",,,,,17:00,23:00,17:00,23:00,17:00,23:00,11:00,23:00,11:00,23:00,2021-04-16T00:00:00,224.322337126,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.99228051018406 40.72526578606333, -73.99304487192434 40.725468135057525))"
466,il Buco,76374,Manhattan,BOND STREET,LAFAYETTE STREET,BOWERY,approvedFull,"mon,tue,wed,thu,fri,sat,sun",16:30,23:00,16:30,23:00,16:30,23:00,16:30,23:00,16:30,23:00,10:00,23:00,11:30,23:00,2021-03-27T00:00:00,655.012750748,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.99413252387004 40.726656156286175, -73.99213650821898 40.72569365868785))"
467,SWOS,74931,Queens,39th AVENUE,WOODSIDE AVENUE,45th STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-27T00:00:00,82.3562793211,04/25/2022 12:00:00 AM,,"MULTILINESTRING ((-73.91867893727783 40.74950488962937, -73.91838243038657 40.74948908044099))"
468,SWOS,74932,Queens,39th AVENUE,WOODSIDE AVENUE,45th STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-27T00:00:00,103.777660422,04/25/2022 12:00:00 AM,,"MULTILINESTRING ((-73.91838243038657 40.74948908044099, -73.91801234046656 40.749445267313305))"
469,Ray's Bar,76369,Manhattan,RIVINGTON STREET,CHRYSTIE STREET,BOWERY,approvedFull,"sat,sun",,,,,,,,,,,12:00,00:00,12:00,00:00,2021-04-02T00:00:00,216.868565167,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.99346169640052 40.721629077786424, -73.99273325151277 40.72141189692492))"
470,Hudson Yards Hell's Kitchen Alliance,76480,Manhattan,HUDSON BOULEVARD EAST,WEST 35th STREET,WEST 36th STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-12T00:00:00,256.005732973,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.9994629126567 40.75640777790192, -73.99996157575596 40.75581620655482))"
471,Hudson Yards Hell's Kitchen Alliance,76488,Manhattan,HUDSON BOULEVARD WEST,WEST 35 STREET,WEST 36 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-12T00:00:00,255.416238831,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.99993961392357 40.75660687004278, -74.00044123720072 40.75601867443345))"
472,NYCDOT,78539,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,78.3546677002,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.83426699306833 40.72866620643175, -73.8343712709014 40.72846630717136))"
473,NYCDOT,78540,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,22.6601449786,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.8343712709014 40.72846630717136, -73.83440142789657 40.72840849634889))"
474,Kettle of Fish,79548,Manhattan,CHRISTOPHER STREET,WAVERLY PLACE,7 AVENUE SOUTH,approvedFull,"fri,sat,sun",,,,,,,,,17:00,23:00,12:00,23:00,12:00,23:00,2021-04-03T00:00:00,445.020413361,04/04/2022 12:00:00 AM,,"MULTILINESTRING ((-74.00120765573908 40.73385961289789, -74.00176099528085 40.733784764516614, -74.0026629227855 40.73366301737221, -74.00278931218494 40.73364903038515))"
475,NYCDOT,79656,Queens,WEST MAIN DRIVE,BAND SHELL LOT,GOLF COURSE LOT,approvedFull,mon,17:30,18:30,,,,,,,,,,,,,2021-09-14T00:00:00,3082.30631906,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.86642061718653 40.69713439463713, -73.86632731813434 40.697154646028736, -73.86623249377539 40.697170252523655, -73.86613653825636 40.69718114793849, -73.86603985514884 40.697187286813985, -73.86594285508433 40.69718864351165, -73.86584594274089 40.69718521129828, -73.8657495251175 40.69717700595751, -73.86565401154635 40.697164059486326, -73.865194630373 40.6970591140937, -73.86473264205628 40.69696102301302, -73.86426822504352 40.696869825145875, -73.86380155187194 40.69678555488701, -73.86368887014436 40.69677735558636, -73.86357569844033 40.696775602372355, -73.8634626708742 40.696780308603024, -73.8633504252004 40.69679144351799, -73.86323958976409 40.6968089493329, -73.86313078827057 40.69683272413488, -73.86302463384179 40.69686263538334, -73.86280233214246 40.696926265654305, -73.86104935098751 40.697235443247926, -73.86080183916171 40.6972716518938, -73.86055772543301 40.69732299095391, -73.86031941573737 40.69738912387599, -73.86008917943197 40.69746940508471, -73.85986912430477 40.697562952890074, -73.85971117540927 40.697639295134294, -73.8595418851842 40.69770281801685, -73.85936403109092 40.69775217411125, -73.85918075522035 40.69778649282357, -73.85899530975828 40.69780544672322, -73.85837971455693 40.69783545875626, -73.85830266604087 40.6978426130607, -73.8582269937957 40.69785577093257, -73.85815350621294 40.697874791990266, -73.85808298578715 40.697899474587196, -73.85801618083649 40.69792955490088, -73.85795380430481 40.69796471413528, -73.8578965195661 40.69800457760234, -73.85789637397927 40.69800460353748, -73.85779424283706 40.69809943836348, -73.85769921460926 40.69819845666136, -73.85761158339355 40.698301352637785, -73.85753162202887 40.69840780516382, -73.85745957853612 40.69851748227296, -73.85739567847648 40.69863004476559, -73.85734011904053 40.69874514350034, -73.85729307378072 40.698862419399404, -73.85723100290417 40.69903439004435, -73.85717419944653 40.69920741268519, -73.85712269204377 40.69938139371165, -73.85707651051993 40.69955623771344))"
476,NYCDOT,79908,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,1745.30295805,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.83728764430087 40.72786544817148, -73.83810633902146 40.72807871737884, -73.838248337168 40.72811310931685, -73.83838515786569 40.72816410012569, -73.83851186725101 40.72823079860276, -73.83862398391209 40.72831120837251, -73.83871799925403 40.72840241771518, -73.83879175549069 40.728500929673714, -73.83933071289681 40.72917589593947, -73.84043884089364 40.73039808645777, -73.84145413764095 40.7312698227884))"
477,SWOS,80158,Queens,39th AVENUE,WOODSIDE AVENUE,45th STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-27T00:00:00,259.451458456,04/25/2022 12:00:00 AM,,"MULTILINESTRING ((-73.9165284684214 40.74926471438596, -73.9162366076616 40.74923151695693, -73.9159381018528 40.74919755391102, -73.91560238099179 40.74915936466746))"
478,Nom Wah Tea Parlor,80351,Manhattan,DOYERS STREET,PELL STREET,BOWERY,approvedFull,"mon,tue,wed,thu,fri,sat,sun",12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,2021-06-01T00:00:00,349.144793165,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.99757572942572 40.71409452616684, -73.99761646146072 40.71410964839056, -73.99769819028613 40.71415140132548, -73.99777188909472 40.71420160443865, -73.99783545846726 40.714258809684836, -73.99788736704338 40.71432119982229, -73.9981241289672 40.714439900217066, -73.9981205504107 40.71459853409851, -73.99803819700863 40.71484107623346))"
479,NYCDOT,80486,Queens,EAST MAIN DRIVE,METROPOLITAN AVENUE,OVERLOOK PARKING LOT,approvedFull,mon,08:00,20:00,,,,,,,,,,,,,2021-09-14T00:00:00,1447.45964444,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.83901380118911 40.70857101513351, -73.83895882797563 40.70877417496837, -73.8388804624537 40.70897641052589, -73.83877852893254 40.709175416200075, -73.83865338086233 40.709368824075845, -73.8385059195017 40.709554321024946, -73.83833755825525 40.70972972070149, -73.83815018582445 40.70989303553725, -73.83794612453286 40.71004258475065, -73.83772800486506 40.710177003182785, -73.83749865757609 40.71029532219669, -73.83726104388371 40.71039696057899, -73.83705490038994 40.71047171769331, -73.83685754656715 40.71056251601949, -73.83667214328622 40.71066835151276, -73.8365015461327 40.71078774244036, -73.83634819868618 40.71091881927526, -73.83621397258209 40.711059397403695, -73.83611025898303 40.71117935025374, -73.8359897138216 40.711290887154014, -73.83585425907577 40.71139202876463, -73.83570630225752 40.711481158447185))"
480,NYCDOT,80659,StatenIsland,SILVER LAKE PARK ROAD,FOREST AVENUE,VICTORY BOULEVARD,approvedFull,mon,17:30,18:30,,,,,,,,,,,,,2021-09-14T00:00:00,3961.07524122,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((-74.0959233596633 40.63173991142646, -74.09594875103781 40.63164172454834, -74.09595328410263 40.63153901555117, -74.09593550014118 40.63143574163922, -74.09589564168351 40.63133609632198, -74.09583577114985 40.631244014030976, -74.09575936814116 40.631162607636746, -74.0956840016571 40.63104473826914, -74.09562572531931 40.63091905523316, -74.09558642397975 40.63078779207838, -74.09556727370257 40.630653486412726, -74.0955686517703 40.630518857503404, -74.09559014109114 40.63038657123591, -74.09563052295496 40.63025912305371, -74.09576721431108 40.630139655230614, -74.09589178803756 40.63001147851356, -74.09600289829044 40.62987569540159, -74.09609939215714 40.629733576630755, -74.09618041713546 40.62958650705034, -74.09624544474099 40.62943596669018, -74.0963536841951 40.62926136420274, -74.09647632890744 40.62909172940001, -74.0966127503121 40.628928098362515, -74.09676215898855 40.62877141725239, -74.09692359878048 40.62862256033002, -74.09706239920298 40.62858451331507, -74.09719495561752 40.62852888424811, -74.09731564707639 40.62845682156924, -74.09741946221122 40.62837085101905, -74.09750271978636 40.628274568841164, -74.09756346392236 40.628172146149396, -74.09770897799308 40.627901010950275, -74.09787588143097 40.62763625104613, -74.09806340793105 40.627379333945655, -74.0982705310532 40.62713162291339, -74.09849607062797 40.62689439489276, -74.09861059824323 40.62678999842566, -74.09871212942168 40.62667301381936, -74.09879738055034 40.626544860448554, -74.09886347081188 40.6264075633957, -74.09890813488106 40.626263721743875, -74.09892993535702 40.626116304870685, -74.09892840434357 40.62596849563179, -74.09890406669768 40.62582344179496, -74.09885839241858 40.62568404446013, -74.09879358362004 40.62555277724113, -74.0987124207198 40.62543158284347, -74.09805549055919 40.62458090079959, -74.09800811981017 40.62442732135566, -74.09793852124513 40.62427581401567, -74.09784697093205 40.624129170119, -74.09773448821642 40.62399011732508, -74.09760288866617 40.62386116648451, -74.09745464207859 40.62374450370417, -74.09729273038961 40.6236418103704, -74.09712048693046 40.62355425428704, -74.09701929881571 40.62350669316901, -74.09692532225029 40.62344589723048, -74.09684286430611 40.62337291556963, -74.09677575727768 40.623289863910536, -74.096726862023 40.62319973590572, -74.09669767742267 40.623106034244174, -74.09668819209668 40.62301237904431, -74.0966970090241 40.62292204037696, -74.09670328099588 40.622818368034594, -74.09668679200335 40.62271242751297, -74.09664678622782 40.62260861217877, -74.09658448161304 40.62251137766245, -74.09650293072058 40.62242466114486, -74.09640659086946 40.62235130449363))"
481,NYCDOT,78577,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,95.2518876808,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.83409348284043 40.729159484908806, -73.83413844825806 40.72890028913708))"
482,The Willowtown Association,83667,Brooklyn,JORALEMON STREET,HICKS STREET,FURMAN STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-05-01T00:00:00,262.785836736,09/26/2021 12:00:00 AM,,"MULTILINESTRING ((-73.99923850829312 40.693902891865434, -73.99921264560915 40.693896516060214, -73.99913773140364 40.69387802799384, -73.9990747073635 40.693867644591315, -73.99831508288476 40.69374250071127))"
483,North Brooklyn Open Streets Coalition,83736,Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,2021-09-08T00:00:00,270.117677938,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.96496065319728 40.711694617648405, -73.96499620200188 40.71163844738409, -73.96504905962493 40.71155492934345, -73.96510930534713 40.711450802621385, -73.96516704349472 40.711364262988134, -73.96521933455685 40.71127708231675, -73.9653719689905 40.71102262770223))"
484,NYCDOT,79769,Queens,SHORE BOULEVARD,DITMARS BOULEVARD,ASTORIA PARK SOUTH,approvedLimited,mon,20:30,21:30,,,,,,,,,,,,,2021-09-14T00:00:00,3104.01225976,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.9197625499978 40.78253072379911, -73.92078874225332 40.78165839679237, -73.92424970379659 40.77883440758872, -73.92434944588408 40.77876489847393, -73.92445470728258 40.77870026280891, -73.92456507665149 40.77864075335071, -73.92468012135501 40.77858660303218, -73.92479939338712 40.77853802316522, -73.9254975452906 40.77836629062198, -73.9255758661504 40.77834263819858, -73.92566529975088 40.778310515558296, -73.92573879472768 40.7782908095158, -73.92616034779886 40.77818127760285, -73.92747454746825 40.777093032428354, -73.92778235159237 40.776764445836235))"
485,SWOS,80157,Queens,39th AVENUE,WOODSIDE AVENUE,45th STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-27T00:00:00,260.710185254,04/25/2022 12:00:00 AM,,"MULTILINESTRING ((-73.91745866453806 40.7493725179823, -73.9171553906064 40.74933736960913, -73.9168521169959 40.74930221953674, -73.9165284684214 40.74926471438596))"
486,NYCDOT,80179,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,828.096597805,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.83711887287004 40.73417970527672, -73.83701678450993 40.733887830803816, -73.83603211987234 40.73310235099533, -73.83559658847363 40.73228113045681))"
487,NYCDOT,80374,Queens,FREEDOM DRIVE,PARK LANE SOUTH,MYRTLE AVENUE,approvedFull,mon,08:00,20:00,,,,,,,,,,,,,2021-09-14T00:00:00,1585.72929428,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.85026636195497 40.70205871562848, -73.8502809732619 40.70195418413492, -73.85028098537752 40.70195405807882, -73.85028097382816 40.70195393199192, -73.85027502955812 40.701845223292274, -73.85024691128535 40.701735954440615, -73.8502468655413 40.70173577517898, -73.85024678428364 40.701735603075214, -73.85019628338846 40.70162967300658, -73.85012482419117 40.70153094674873, -73.85012471800302 40.70153081153346, -73.85012458812977 40.70153068529245, -73.8500350844455 40.70144257954853, -73.84993154192824 40.70136756780689, -73.84993142380902 40.701367476701, -73.84993128200271 40.7013673954699, -73.84981833575328 40.70130689574568, -73.84783595807164 40.70033646520175, -73.84771413127662 40.70027516821239, -73.84760076961739 40.70020087078101, -73.84760066447771 40.7002007977002, -73.84760056998488 40.700200725533996, -73.84749906939692 40.70011443895868, -73.84741257060492 40.70001803329852, -73.8474124301753 40.700017870119346, -73.84741231108275 40.700017689858754, -73.84734323674166 40.6999134718742, -73.84729301255756 40.6998040288628, -73.84726231400056 40.69969248742847, -73.84725070140593 40.699581690825596, -73.84721708261341 40.69939229428995, -73.84716494249518 40.69920480114711, -73.84709471506214 40.69902092292452, -73.84709465505159 40.69902077786208, -73.8470945855713 40.69902063458809, -73.84700684643045 40.69884172909196))"
488,Columbus Amsterdam Business Improvement District,86141,Manhattan,AMSTERDAM AVENUE,WEST 106th STREET,WEST 110th STREET,approvedFull,"sat,sun",,,,,,,,,,,11:00,20:30,11:00,20:30,2021-04-03T00:00:00,281.305814118,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.96571346893109 40.80045361991891, -73.96543893075398 40.800828559887044, -73.96540748923084 40.80087125393408, -73.96521799536706 40.80112770053231))"
489,Saint David's School,86341,Manhattan,EAST 89th STREET,MADISON AVENUE,5 AVENUE,approvedFull,"mon,tue,wed,thu,fri",10:00,14:00,10:00,14:00,10:00,14:00,10:00,14:00,10:00,14:00,,,,,2021-07-01T00:00:00,507.995575908,06/30/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.95901464251004 40.78347782822521, -73.95785750487865 40.782993455130345, -73.95764822926371 40.78290742281323, -73.95740686807915 40.78280656680651))"
